code_insee,commune,cout_moyen_secheresse
11290,Plaigne,"Entre 2,5 et 5 k€"
11291,Plavilla,Pas de sinistre répertorié à CCR
11292,La Pomarède,Entre 10 et 20k€
11293,Pomas,Pas de sinistre répertorié à CCR
11294,Pomy,Pas de sinistre répertorié à CCR
11295,Portel-des-Corbières,Entre 10 et 20k€
11296,Pouzols-Minervois,Entre 5 et 10 k€
11297,Pradelles-Cabardès,Pas de sinistre répertorié à CCR
11299,Preixan,Pas de sinistre répertorié à CCR
11300,Puginier,"Entre 0 et 2,5 k€"
11301,Puichéric,Pas de sinistre répertorié à CCR
11302,Puilaurens,Pas de sinistre répertorié à CCR
11303,Puivert,Plus de 20 k€
11304,Quillan,Entre 5 et 10 k€
11305,Quintillan,Pas de sinistre répertorié à CCR
11306,Quirbajou,Pas de sinistre répertorié à CCR
11307,Raissac-d'Aude,Pas de sinistre répertorié à CCR
11308,Raissac-sur-Lampy,Entre 10 et 20k€
11309,Rennes-le-Château,Pas de sinistre répertorié à CCR
11310,Rennes-les-Bains,Entre 10 et 20k€
11311,Ribaute,Plus de 20 k€
11312,Ribouisse,"Entre 0 et 2,5 k€"
11313,Ricaud,Entre 10 et 20k€
11314,Rieux-en-Val,Entre 10 et 20k€
11315,Rieux-Minervois,Plus de 20 k€
11316,Rivel,Pas de sinistre répertorié à CCR
11317,Rodome,Pas de sinistre répertorié à CCR
11318,Roquecourbe-Minervois,Pas de sinistre répertorié à CCR
11319,Roquefère,Pas de sinistre répertorié à CCR
11320,Roquefeuil,Pas de sinistre répertorié à CCR
11321,Roquefort-de-Sault,Pas de sinistre répertorié à CCR
11322,Roquefort-des-Corbières,Pas de sinistre répertorié à CCR
11323,Roquetaillade-et-Conilhac,Plus de 20 k€
11324,Roubia,Entre 10 et 20k€
11325,Rouffiac-d'Aude,Entre 10 et 20k€
11326,Rouffiac-des-Corbières,Pas de sinistre répertorié à CCR
11327,Roullens,"Entre 2,5 et 5 k€"
11328,Routier,"Entre 0 et 2,5 k€"
11330,Rustiques,Pas de sinistre répertorié à CCR
11331,Saint-Amans,"Entre 0 et 2,5 k€"
11332,Saint-André-de-Roquelongue,Plus de 20 k€
11333,Saint-Benoît,Pas de sinistre répertorié à CCR
11334,Sainte-Camelle,Pas de sinistre répertorié à CCR
11335,Sainte-Colombe-sur-Guette,Pas de sinistre répertorié à CCR
11336,Sainte-Colombe-sur-l'Hers,Pas de sinistre répertorié à CCR
11337,Saint-Couat-d'Aude,Pas de sinistre répertorié à CCR
11338,Saint-Couat-du-Razès,Pas de sinistre répertorié à CCR
11339,Saint-Denis,Pas de sinistre répertorié à CCR
11340,Sainte-Eulalie,Entre 5 et 10 k€
11341,Saint-Ferriol,Pas de sinistre répertorié à CCR
11342,Saint-Frichoux,Pas de sinistre répertorié à CCR
11343,Saint-Gaudéric,Pas de sinistre répertorié à CCR
11344,Saint-Hilaire,Entre 10 et 20k€
11345,Saint-Jean-de-Barrou,Pas de sinistre répertorié à CCR
11346,Saint-Jean-de-Paracol,Pas de sinistre répertorié à CCR
11347,Saint-Julia-de-Bec,Pas de sinistre répertorié à CCR
11348,Saint-Julien-de-Briola,"Entre 2,5 et 5 k€"
11350,Saint-Just-et-le-Bézu,Pas de sinistre répertorié à CCR
11351,Saint-Laurent-de-la-Cabrerisse,Entre 10 et 20k€
11352,Saint-Louis-et-Parahou,Pas de sinistre répertorié à CCR
11353,Saint-Marcel-sur-Aude,Pas de sinistre répertorié à CCR
11354,Saint-Martin-des-Puits,Pas de sinistre répertorié à CCR
11355,Saint-Martin-de-Villereglan,"Entre 2,5 et 5 k€"
11356,Saint-Martin-Lalande,Entre 10 et 20k€
11357,Saint-Martin-le-Vieil,"Entre 2,5 et 5 k€"
11358,Saint-Martin-Lys,Pas de sinistre répertorié à CCR
11359,Saint-Michel-de-Lanès,Pas de sinistre répertorié à CCR
11360,Saint-Nazaire-d'Aude,Pas de sinistre répertorié à CCR
11361,Saint-Papoul,Plus de 20 k€
11362,Saint-Paulet,Entre 5 et 10 k€
11363,Saint-Pierre-des-Champs,Plus de 20 k€
11364,Saint-Polycarpe,Entre 10 et 20k€
11365,Saint-Sernin,Pas de sinistre répertorié à CCR
11366,Sainte-Valière,Entre 10 et 20k€
11367,Saissac,"Entre 0 et 2,5 k€"
11368,Sallèles-Cabardès,Pas de sinistre répertorié à CCR
11369,Sallèles-d'Aude,Pas de sinistre répertorié à CCR
11370,Salles-d'Aude,Entre 5 et 10 k€
11371,Salles-sur-l'Hers,Entre 10 et 20k€
11372,Salsigne,Pas de sinistre répertorié à CCR
11373,Salvezines,Pas de sinistre répertorié à CCR
11374,Salza,Pas de sinistre répertorié à CCR
11375,Seignalens,Entre 5 et 10 k€
11376,La Serpent,"Entre 0 et 2,5 k€"
11377,Serres,Pas de sinistre répertorié à CCR
11378,Serviès-en-Val,Entre 5 et 10 k€
11379,Sigean,Pas de sinistre répertorié à CCR
11380,Sonnac-sur-l'Hers,Pas de sinistre répertorié à CCR
11381,Sougraigne,Pas de sinistre répertorié à CCR
11382,Souilhanels,Plus de 20 k€
11383,Souilhe,Entre 10 et 20k€
11384,Soulatgé,Pas de sinistre répertorié à CCR
11385,Soupex,Entre 10 et 20k€
11386,Talairan,Plus de 20 k€
11387,Taurize,Plus de 20 k€
11388,Termes,Pas de sinistre répertorié à CCR
11389,Terroles,Pas de sinistre répertorié à CCR
11390,Thézan-des-Corbières,Pas de sinistre répertorié à CCR
11391,La Tourette-Cabardès,Pas de sinistre répertorié à CCR
11392,Tournissan,Plus de 20 k€
11393,Tourouzelle,Entre 10 et 20k€
11394,Tourreilles,Pas de sinistre répertorié à CCR
11395,Trassanel,Pas de sinistre répertorié à CCR
11396,Trausse,Pas de sinistre répertorié à CCR
11397,Trèbes,"Entre 0 et 2,5 k€"
11398,Treilles,Pas de sinistre répertorié à CCR
11399,Tréville,Plus de 20 k€
11400,Tréziers,Pas de sinistre répertorié à CCR
11401,Tuchan,Pas de sinistre répertorié à CCR
11402,Valmigère,Pas de sinistre répertorié à CCR
11404,Ventenac-Cabardès,Entre 10 et 20k€
11405,Ventenac-en-Minervois,Plus de 20 k€
11406,Véraza,Pas de sinistre répertorié à CCR
11407,Verdun-en-Lauragais,Pas de sinistre répertorié à CCR
11408,Verzeille,Pas de sinistre répertorié à CCR
11409,Vignevieille,Pas de sinistre répertorié à CCR
11410,Villalier,Entre 5 et 10 k€
11411,Villanière,Pas de sinistre répertorié à CCR
11412,Villardebelle,Pas de sinistre répertorié à CCR
11413,Villardonnel,Pas de sinistre répertorié à CCR
11414,Villar-en-Val,Plus de 20 k€
11415,Villar-Saint-Anselme,Pas de sinistre répertorié à CCR
11416,Villarzel-Cabardès,Entre 10 et 20k€
11417,Villarzel-du-Razès,"Entre 0 et 2,5 k€"
11418,Villasavary,Entre 5 et 10 k€
11419,Villautou,Pas de sinistre répertorié à CCR
11420,Villebazy,Pas de sinistre répertorié à CCR
11421,Villedaigne,Pas de sinistre répertorié à CCR
11422,Villedubert,Entre 5 et 10 k€
11423,Villefloure,Pas de sinistre répertorié à CCR
11424,Villefort,Pas de sinistre répertorié à CCR
11425,Villegailhenc,Plus de 20 k€
11426,Villegly,Plus de 20 k€
11427,Villelongue-d'Aude,Pas de sinistre répertorié à CCR
11428,Villemagne,"Entre 0 et 2,5 k€"
11429,Villemoustaussou,Entre 10 et 20k€
11430,Villeneuve-la-Comptal,Entre 10 et 20k€
11431,Villeneuve-les-Corbières,Pas de sinistre répertorié à CCR
11432,Villeneuve-lès-Montréal,"Entre 2,5 et 5 k€"
11433,Villeneuve-Minervois,Entre 10 et 20k€
11434,Villepinte,Entre 10 et 20k€
11435,Villerouge-Termenès,"Entre 0 et 2,5 k€"
11436,Villesèque-des-Corbières,Plus de 20 k€
11437,Villesèquelande,Entre 10 et 20k€
11438,Villesiscle,"Entre 0 et 2,5 k€"
11439,Villespy,Plus de 20 k€
11440,Villetritouls,Pas de sinistre répertorié à CCR
11441,Vinassan,Pas de sinistre répertorié à CCR
12001,Agen-d'Aveyron,Pas de sinistre répertorié à CCR
12002,Aguessac,Entre 5 et 10 k€
12003,Les Albres,Pas de sinistre répertorié à CCR
12004,Almont-les-Junies,Pas de sinistre répertorié à CCR
12006,Alrance,Pas de sinistre répertorié à CCR
12007,Ambeyrac,Pas de sinistre répertorié à CCR
12008,Anglars-Saint-Félix,Pas de sinistre répertorié à CCR
12009,Arnac-sur-Dourdou,Pas de sinistre répertorié à CCR
12010,Arques,Pas de sinistre répertorié à CCR
12011,Arvieu,Pas de sinistre répertorié à CCR
12012,Asprières,Pas de sinistre répertorié à CCR
12013,Aubin,Entre 10 et 20k€
12015,Auriac-Lagast,Pas de sinistre répertorié à CCR
12016,Auzits,Pas de sinistre répertorié à CCR
12017,Ayssènes,Pas de sinistre répertorié à CCR
12018,Balaguier-d'Olt,Pas de sinistre répertorié à CCR
12019,Balaguier-sur-Rance,Pas de sinistre répertorié à CCR
12021,Le Bas Ségala,Pas de sinistre répertorié à CCR
12022,La Bastide-Pradines,Pas de sinistre répertorié à CCR
12023,La Bastide-Solages,Pas de sinistre répertorié à CCR
12024,Belcastel,Pas de sinistre répertorié à CCR
12025,Belmont-sur-Rance,Pas de sinistre répertorié à CCR
12026,Bertholène,Pas de sinistre répertorié à CCR
12027,Bessuéjouls,Pas de sinistre répertorié à CCR
12028,Boisse-Penchot,Pas de sinistre répertorié à CCR
12029,Bor-et-Bar,Pas de sinistre répertorié à CCR
12030,Bouillac,Pas de sinistre répertorié à CCR
12031,Bournazel,Pas de sinistre répertorié à CCR
12032,Boussac,Pas de sinistre répertorié à CCR
12033,Bozouls,Pas de sinistre répertorié à CCR
12034,Brandonnet,Pas de sinistre répertorié à CCR
12035,Brasc,Pas de sinistre répertorié à CCR
12036,Brommat,Pas de sinistre répertorié à CCR
12037,Broquiès,Pas de sinistre répertorié à CCR
12038,Brousse-le-Château,Pas de sinistre répertorié à CCR
12039,Brusque,Pas de sinistre répertorié à CCR
12041,Cabanès,Pas de sinistre répertorié à CCR
12042,Calmels-et-le-Viala,Pas de sinistre répertorié à CCR
12043,Calmont,Pas de sinistre répertorié à CCR
12044,Camarès,Pas de sinistre répertorié à CCR
12045,Camboulazet,Pas de sinistre répertorié à CCR
12046,Camjac,Pas de sinistre répertorié à CCR
12047,Campagnac,Pas de sinistre répertorié à CCR
12048,Campouriez,Pas de sinistre répertorié à CCR
12049,Campuac,Pas de sinistre répertorié à CCR
12050,Canet-de-Salars,Pas de sinistre répertorié à CCR
12051,Cantoin,Pas de sinistre répertorié à CCR
12052,Capdenac-Gare,Pas de sinistre répertorié à CCR
12053,La Capelle-Balaguier,Pas de sinistre répertorié à CCR
12054,La Capelle-Bleys,Pas de sinistre répertorié à CCR
12055,La Capelle-Bonance,Pas de sinistre répertorié à CCR
12056,Baraqueville,Pas de sinistre répertorié à CCR
12057,Cassagnes-Bégonhès,Pas de sinistre répertorié à CCR
12058,Cassuéjouls,Pas de sinistre répertorié à CCR
12059,Castanet,Pas de sinistre répertorié à CCR
12060,Castelmary,Pas de sinistre répertorié à CCR
12061,Castelnau-de-Mandailles,Pas de sinistre répertorié à CCR
12062,Castelnau-Pégayrols,Pas de sinistre répertorié à CCR
12063,La Cavalerie,Pas de sinistre répertorié à CCR
12064,Le Cayrol,Pas de sinistre répertorié à CCR
12065,Centrès,Pas de sinistre répertorié à CCR
12066,Clairvaux-d'Aveyron,Pas de sinistre répertorié à CCR
12067,Le Clapier,Pas de sinistre répertorié à CCR
12068,Colombiès,Pas de sinistre répertorié à CCR
12069,Combret,Pas de sinistre répertorié à CCR
12070,Compeyre,Entre 10 et 20k€
12071,Compolibat,Pas de sinistre répertorié à CCR
12072,Comprégnac,Pas de sinistre répertorié à CCR
12073,Comps-la-Grand-Ville,Pas de sinistre répertorié à CCR
12074,Condom-d'Aubrac,Pas de sinistre répertorié à CCR
12075,Connac,Pas de sinistre répertorié à CCR
12076,Conques-en-Rouergue,Pas de sinistre répertorié à CCR
12077,Cornus,Pas de sinistre répertorié à CCR
12078,Les Costes-Gozon,Pas de sinistre répertorié à CCR
12079,Coubisou,Pas de sinistre répertorié à CCR
12080,Coupiac,Pas de sinistre répertorié à CCR
12082,La Couvertoirade,Pas de sinistre répertorié à CCR
12083,Cransac,Pas de sinistre répertorié à CCR
12084,Creissels,Entre 10 et 20k€
12085,Crespin,Pas de sinistre répertorié à CCR
12086,La Cresse,Entre 5 et 10 k€
12088,Curières,Pas de sinistre répertorié à CCR
12089,Decazeville,Pas de sinistre répertorié à CCR
12090,Druelle Balsac,Pas de sinistre répertorié à CCR
12091,Drulhe,Pas de sinistre répertorié à CCR
12092,Durenque,Pas de sinistre répertorié à CCR
12093,Le Fel,Pas de sinistre répertorié à CCR
12094,Entraygues-sur-Truyère,Pas de sinistre répertorié à CCR
12095,Escandolières,Pas de sinistre répertorié à CCR
12096,Espalion,Pas de sinistre répertorié à CCR
12097,Espeyrac,Pas de sinistre répertorié à CCR
12098,Estaing,Pas de sinistre répertorié à CCR
12099,Fayet,Pas de sinistre répertorié à CCR
12100,Firmi,Pas de sinistre répertorié à CCR
12101,Flagnac,Pas de sinistre répertorié à CCR
12102,Flavin,Pas de sinistre répertorié à CCR
12103,Florentin-la-Capelle,Pas de sinistre répertorié à CCR
12104,Foissac,Pas de sinistre répertorié à CCR
12105,La Fouillade,Pas de sinistre répertorié à CCR
12106,Gabriac,Pas de sinistre répertorié à CCR
12107,Gaillac-d'Aveyron,Pas de sinistre répertorié à CCR
12108,Galgan,Pas de sinistre répertorié à CCR
12109,Gissac,Pas de sinistre répertorié à CCR
12110,Golinhac,Pas de sinistre répertorié à CCR
12111,Goutrens,Pas de sinistre répertorié à CCR
12113,Gramond,Pas de sinistre répertorié à CCR
12115,L'Hospitalet-du-Larzac,Pas de sinistre répertorié à CCR
12116,Huparlac,Pas de sinistre répertorié à CCR
12118,Lacroix-Barrez,Pas de sinistre répertorié à CCR
12119,Laguiole,Pas de sinistre répertorié à CCR
12120,Laissac-Sévérac l'Église,Pas de sinistre répertorié à CCR
12121,Lanuéjouls,Pas de sinistre répertorié à CCR
12122,Lapanouse-de-Cernon,Pas de sinistre répertorié à CCR
12124,Lassouts,Pas de sinistre répertorié à CCR
12125,Laval-Roquecezière,Pas de sinistre répertorié à CCR
12127,Lédergues,Plus de 20 k€
12128,Lescure-Jaoul,Pas de sinistre répertorié à CCR
12129,Lestrade-et-Thouels,Pas de sinistre répertorié à CCR
12130,Livinhac-le-Haut,Pas de sinistre répertorié à CCR
12131,La Loubière,Pas de sinistre répertorié à CCR
12133,Luc-la-Primaube,Pas de sinistre répertorié à CCR
12134,Lugan,Pas de sinistre répertorié à CCR
12135,Lunac,Pas de sinistre répertorié à CCR
12136,Maleville,Pas de sinistre répertorié à CCR
12137,Manhac,Pas de sinistre répertorié à CCR
12138,Marcillac-Vallon,Pas de sinistre répertorié à CCR
12139,Marnhagues-et-Latour,Pas de sinistre répertorié à CCR
12140,Martiel,Plus de 20 k€
12141,Martrin,Plus de 20 k€
12142,Mayran,Pas de sinistre répertorié à CCR
12143,Mélagues,Pas de sinistre répertorié à CCR
12144,Meljac,Pas de sinistre répertorié à CCR
12145,Millau,Plus de 20 k€
12146,Le Monastère,Pas de sinistre répertorié à CCR
12147,Montagnol,Pas de sinistre répertorié à CCR
12148,Montbazens,Pas de sinistre répertorié à CCR
12149,Montclar,Pas de sinistre répertorié à CCR
12150,Monteils,"Entre 0 et 2,5 k€"
12151,Montézic,Pas de sinistre répertorié à CCR
12152,Montfranc,Pas de sinistre répertorié à CCR
12153,Montjaux,Pas de sinistre répertorié à CCR
12154,Montlaur,Pas de sinistre répertorié à CCR
12155,Fondamente,Pas de sinistre répertorié à CCR
12156,Montpeyroux,Pas de sinistre répertorié à CCR
12157,Montrozier,Pas de sinistre répertorié à CCR
12158,Montsalès,Pas de sinistre répertorié à CCR
12159,Morlhon-le-Haut,Pas de sinistre répertorié à CCR
12160,Mostuéjouls,"Entre 2,5 et 5 k€"
12161,Mouret,Pas de sinistre répertorié à CCR
12162,Moyrazès,Pas de sinistre répertorié à CCR
12163,Murasson,Pas de sinistre répertorié à CCR
12164,Mur-de-Barrez,Pas de sinistre répertorié à CCR
12165,Muret-le-Château,Pas de sinistre répertorié à CCR
12166,Murols,Pas de sinistre répertorié à CCR
12167,Najac,Pas de sinistre répertorié à CCR
12168,Nant,Pas de sinistre répertorié à CCR
12169,Naucelle,Pas de sinistre répertorié à CCR
12170,Naussac,Plus de 20 k€
12171,Nauviale,Pas de sinistre répertorié à CCR
12172,Le Nayrac,Pas de sinistre répertorié à CCR
12174,Olemps,Pas de sinistre répertorié à CCR
12175,Ols-et-Rinhodes,Pas de sinistre répertorié à CCR
12176,Onet-le-Château,Pas de sinistre répertorié à CCR
12177,Palmas d'Aveyron,Entre 10 et 20k€
12178,Paulhe,Entre 5 et 10 k€
12179,Peux-et-Couffouleux,Pas de sinistre répertorié à CCR
12180,Peyreleau,"Entre 0 et 2,5 k€"
12181,Peyrusse-le-Roc,Pas de sinistre répertorié à CCR
12182,Pierrefiche,Pas de sinistre répertorié à CCR
12183,Plaisance,Pas de sinistre répertorié à CCR
12184,Pomayrols,Pas de sinistre répertorié à CCR
12185,Pont-de-Salars,Pas de sinistre répertorié à CCR
12186,Pousthomy,Pas de sinistre répertorié à CCR
12187,Prades-d'Aubrac,Pas de sinistre répertorié à CCR
12188,Prades-Salars,Pas de sinistre répertorié à CCR
12189,Pradinas,Pas de sinistre répertorié à CCR
12190,Prévinquières,Pas de sinistre répertorié à CCR
12191,Privezac,Pas de sinistre répertorié à CCR
12192,Mounes-Prohencoux,Pas de sinistre répertorié à CCR
12193,Pruines,Entre 5 et 10 k€
12194,Quins,Pas de sinistre répertorié à CCR
12195,Rebourguil,Pas de sinistre répertorié à CCR
12197,Réquista,Pas de sinistre répertorié à CCR
12198,Rieupeyroux,Pas de sinistre répertorié à CCR
12199,Rignac,Pas de sinistre répertorié à CCR
12200,Rivière-sur-Tarn,Plus de 20 k€
12201,Rodelle,Pas de sinistre répertorié à CCR
12202,Rodez,Pas de sinistre répertorié à CCR
12203,Roquefort-sur-Soulzon,Pas de sinistre répertorié à CCR
12204,La Roque-Sainte-Marguerite,Pas de sinistre répertorié à CCR
12205,La Rouquette,"Entre 0 et 2,5 k€"
12206,Roussennac,Pas de sinistre répertorié à CCR
12207,Rullac-Saint-Cirq,Pas de sinistre répertorié à CCR
12208,Saint-Affrique,Entre 10 et 20k€
12209,Saint-Amans-des-Cots,Pas de sinistre répertorié à CCR
12210,Saint-André-de-Najac,Pas de sinistre répertorié à CCR
12211,Saint-André-de-Vézines,Pas de sinistre répertorié à CCR
12212,Saint-Beaulize,Pas de sinistre répertorié à CCR
12213,Saint-Beauzély,Pas de sinistre répertorié à CCR
12214,Saint-Chély-d'Aubrac,Pas de sinistre répertorié à CCR
12215,Saint-Christophe-Vallon,Pas de sinistre répertorié à CCR
12216,Saint-Côme-d'Olt,Pas de sinistre répertorié à CCR
12217,Sainte-Croix,Entre 10 et 20k€
12219,Sainte-Eulalie-d'Olt,Pas de sinistre répertorié à CCR
12220,Sainte-Eulalie-de-Cernon,Pas de sinistre répertorié à CCR
12221,Saint-Félix-de-Lunel,Pas de sinistre répertorié à CCR
12222,Saint-Félix-de-Sorgues,Pas de sinistre répertorié à CCR
12223,Argences en Aubrac,Pas de sinistre répertorié à CCR
12224,Saint Geniez d'Olt et d'Aubrac,Pas de sinistre répertorié à CCR
12225,Saint-Georges-de-Luzençon,Plus de 20 k€
12226,Saint-Hippolyte,Pas de sinistre répertorié à CCR
12227,Saint-Igest,Pas de sinistre répertorié à CCR
12228,Saint-Izaire,Pas de sinistre répertorié à CCR
12229,Saint-Jean-d'Alcapiès,Pas de sinistre répertorié à CCR
12230,Saint-Jean-Delnous,Pas de sinistre répertorié à CCR
12231,Saint-Jean-du-Bruel,Pas de sinistre répertorié à CCR
12232,Saint-Jean-et-Saint-Paul,Plus de 20 k€
12233,Saint-Juéry,Pas de sinistre répertorié à CCR
12234,Sainte-Juliette-sur-Viaur,Pas de sinistre répertorié à CCR
12235,Saint-Just-sur-Viaur,Pas de sinistre répertorié à CCR
12236,Saint-Laurent-de-Lévézou,Pas de sinistre répertorié à CCR
12237,Saint-Laurent-d'Olt,Pas de sinistre répertorié à CCR
